repo,pr_number,pr_title,task_type,total_files,lines_added,lines_deleted,pr_additions,pr_deletions,pr_commits,pr_review_comments,pr_comments,design_files,testbench_files,script_files,constraint_files,memory_files,build_files,config_files,doc_files,image_files,other_files,has_testbench,tb_file_list,rtl_file_list
lowRISC/opentitan,29560,"[otbn,rtl] Use predecoded mac_en signal in bignum MAC",other,5,27,24,27,24,1,0,5,5,0,0,0,0,0,0,0,0,0,0,,hw/ip/otbn/rtl/otbn_instruction_fetch.sv|hw/ip/otbn/rtl/otbn_mac_bignum.sv|hw/ip/otbn/rtl/otbn_mac_bignum_fsm.sv|hw/ip/otbn/rtl/otbn_pkg.sv|hw/ip/otbn/rtl/otbn_predecode.sv
darklife/darkriscv,92,"Enhance SPI, with 3-wire support and more..",feature-addition,10,312,179,782,259,3,0,1,0,10,0,0,0,0,0,0,0,0,1,boards/max1000_max10/dut.v|boards/max1000_max10/top.v|rtl/config.vh|rtl/darkio.v|rtl/darksocv.v|rtl/darkspi.v|rtl/lib/spi/lis3dh_stub.v|rtl/lib/spi/spi_master.v|rtl/lib/spi/spi_master_bb.v|sim/darksimv.v,
YosysHQ/picorv32,138,Short modification in the error string,other,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,picosoc/icebreaker.v
jbush001/NyuziProcessor,55,Add sram block vendor xilinx,feature-addition,2,189,0,189,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,hardware/core/sram_1r1w.sv|hardware/core/sram_2r1w.sv,
YosysHQ/picorv32,131,Add tracing support to dhrystone test,feature-addition,1,24,2,28,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,dhrystone/testbench.v,
stnolting/neorv32,1483,✨ Add replace-by-Verilog example,feature-addition,4,184,9,285,77,9,0,0,2,2,0,0,0,0,0,0,0,0,1,rtl/verilog/ip/neorv32_bootrom_rom.v|rtl/verilog/testbench.v,rtl/verilog/ip/neorv32_cache_ram.v|rtl/verilog/ip/neorv32_dmem_ram.v
vortexgpgpu/vortex,229,Add CUDA Warp Level Collectives,bug-fix,5,574,16,1340,25,59,0,0,5,0,0,0,0,0,0,0,0,0,0,,hw/rtl/VX_define.vh|hw/rtl/core/VX_alu_int.sv|hw/rtl/core/VX_decode.sv|hw/rtl/core/VX_lsu_slice.sv|hw/rtl/core/VX_trace.vh
jbush001/NyuziProcessor,50,"A net is not a legal lvalue in this context, changing to logic",other,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,hardware/core/ifetch_tag_stage.sv
darklife/darkriscv,90,Add early verilator+imgui cosim support,feature-addition,6,104,65,421,101,1,0,1,0,6,0,0,0,0,0,0,0,0,1,rtl/darkio.v|rtl/darksocv.v|rtl/darkspi.v|rtl/lib/spi/lis3dh_stub.v|rtl/lib/spi/spi_master.v|rtl/lib/spi/spi_master_bb.v,
lowRISC/opentitan,29564,"[chip, gpio, dv] Let the vseq wait for the correct expected value",other,2,2,2,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,hw/top_darjeeling/dv/env/seq_lib/chip_sw_gpio_vseq.sv|hw/top_earlgrey/dv/env/seq_lib/chip_sw_gpio_vseq.sv,
jbush001/NyuziProcessor,37,de2_115_top.sv: Expose boot ROM file as a top-level parameter,other,1,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,hardware/fpga/de2-115/de2_115_top.sv
YosysHQ/picorv32,111,Use SPRAM on ICE40UP5K based boards,other,4,118,3,274,40,5,0,1,3,1,0,0,0,0,0,0,0,0,1,picosoc/icebreaker_tb.v,picosoc/ice40up5k_spram.v|picosoc/icebreaker.v|picosoc/picosoc.v
lowRISC/opentitan,29488,[prim_subreg_shadow] Reduce area of shadow register implementation,other,1,158,91,1151,134,2,19,6,1,0,0,0,0,0,0,0,0,0,0,,hw/ip/prim/rtl/prim_subreg_shadow.sv
vortexgpgpu/vortex,252,Fix: provisional fix by disable warnings & correctly use `var`,bug-fix,4,26,26,27,26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,hw/dpi/util_dpi.vh|hw/rtl/core/VX_alu_int.sv|hw/rtl/core/VX_alu_muldiv.sv|hw/rtl/fpu/VX_fpu_dpi.sv
darklife/darkriscv,89,"Cleanup SPI, add bitbanging",bug-fix,8,211,136,383,209,1,0,2,0,8,0,0,0,0,0,0,0,0,1,boards/max1000_max10/dut.v|rtl/darkio.v|rtl/darksocv.v|rtl/darkspi.v|rtl/lib/spi/lis3dh_stub.v|rtl/lib/spi/spi_master.v|rtl/lib/spi/spi_master_bb.v|sim/darksimv.v,
jbush001/NyuziProcessor,35,UART Overrun implementation,other,4,96,37,206,37,1,0,0,3,1,0,0,0,0,0,0,0,0,1,hardware/testbench/verilator_tb.sv,hardware/fpga/common/uart.sv|hardware/fpga/common/uart_receive.sv|hardware/fpga/common/uart_transmit.sv
jbush001/NyuziProcessor,25,"If the thread can't be issued, it will be a TS_WAIT_RAW",bug-fix,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,rtl/core/thread_select_stage.sv
darklife/darkriscv,88,Improve GPIOs,feature-addition,7,93,24,163,69,3,0,6,1,6,0,0,0,0,0,0,0,0,1,boards/max1000_max10/dut.v|boards/max1000_max10/top.v|rtl/config.vh|rtl/darkio.v|rtl/darksocv.v|rtl/darkspi.v,boards/max1000_max10/pmodbutled.v
YosysHQ/picorv32,79,Expose ENABLE_IRQ_QREGS and PROGADDR_IRQ from picosoc.v,other,1,4,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,picosoc/picosoc.v
YosysHQ/picorv32,52,Testbench wb fixes,feature-addition,1,26,1,26,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,testbench_wb.v,
lowRISC/ibex,2371,[dv] Remove unused assertion,feature-removal,1,0,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,dv/uvm/core_ibex/tb/core_ibex_tb_top.sv,
YosysHQ/picorv32,63,Fix spiflash_tb,bug-fix,1,6,6,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,picosoc/spiflash_tb.v,
darklife/darkriscv,86,Add darkspi SPI master to darkio -- RFC,feature-addition,10,915,9,1613,15,1,0,7,0,10,0,0,0,0,0,0,0,0,1,boards/max1000_max10/dut.v|boards/max1000_max10/top.v|rtl/config.vh|rtl/darkio.v|rtl/darksocv.v|rtl/darkspi.v|rtl/lib/sdram/mt48lc16m16a2_ctrl.v|rtl/lib/spi/lis3dh_stub.v|rtl/lib/spi/spi_master.v|sim/darksimv.v,
lowRISC/ibex,2346,[dv] Use `id_done` to accurately track instruction monitor,bug-fix,3,7,8,6,7,1,0,0,0,3,0,0,0,0,0,0,0,0,1,dv/uvm/core_ibex/common/ibex_cosim_agent/ibex_cosim_scoreboard.sv|dv/uvm/core_ibex/env/core_ibex_instr_monitor_if.sv|dv/uvm/core_ibex/tb/core_ibex_tb_top.sv,
YosysHQ/picorv32,66,spiflash: Allow setting firmware from plusarg,other,1,4,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,picosoc/spiflash.v,
darklife/darkriscv,85,Fix leds byte access,bug-fix,1,1,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,rtl/darkio.v,
vortexgpgpu/vortex,226,Merge tensor_unit into simx-vpu (vector_unit),other,14,115,110,2029,3576,18,0,0,8,6,0,0,0,0,0,0,0,0,1,hw/rtl/afu/opae/vortex_afu.sv|hw/rtl/afu/xrt/VX_afu_wrap.sv|hw/rtl/libs/VX_async_ram_patch.sv|sim/opaesim/vortex_afu_shim.sv|sim/rtlsim/rtlsim_shim.sv|sim/xrtsim/vortex_afu_shim.sv,hw/rtl/VX_config.vh|hw/rtl/VX_types.vh|hw/rtl/Vortex_axi.sv|hw/rtl/afu/opae/local_mem_cfg_pkg.sv|hw/rtl/afu/xrt/VX_afu_ctrl.sv|hw/rtl/afu/xrt/vortex_afu.v|hw/rtl/afu/xrt/vortex_afu.vh|hw/rtl/libs/VX_axi_adapter.sv
YosysHQ/picorv32,69,Bypass picosoc compile order check if PICORV32_REGS is defined.,other,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,picosoc/picosoc.v
vortexgpgpu/vortex,216,Simx ICache DCache Changes,feature-addition,1,4,0,26,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,hw/rtl/VX_config.vh
lowRISC/opentitan,29472,[dv] Teach dv_base_test to accept an env_cfg object from db,other,1,27,12,26,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,hw/dv/sv/dv_lib/dv_base_test.sv
YosysHQ/picorv32,40,testbench_wb.v: unify verbose output with axi testbench,other,2,25,9,25,9,1,0,0,0,2,0,0,0,0,0,0,0,0,1,picorv32.v|testbench_wb.v,
lowRISC/ibex,2365,[rtl] Expose lockstep and shadow bus interface core signals to ibex_top,other,7,214,74,266,111,2,0,1,5,2,0,0,0,0,0,0,0,0,1,dv/uvm/core_ibex/tb/core_ibex_tb_top.sv|examples/simple_system/rtl/ibex_simple_system.sv,dv/formal/check/top.sv|dv/riscv_compliance/rtl/ibex_riscv_compliance.sv|rtl/ibex_lockstep.sv|rtl/ibex_top.sv|rtl/ibex_top_tracing.sv
YosysHQ/picorv32,39,testbench_wb.v: drop unused stuff,other,1,11,96,11,96,1,0,0,0,1,0,0,0,0,0,0,0,0,1,testbench_wb.v,
vortexgpgpu/vortex,211,Vector extension simx with fallbacks for testcases and clean history,bug-fix,2,17,0,5738,112,8,0,1,2,0,0,0,0,0,0,0,0,0,0,,hw/rtl/VX_config.vh|hw/rtl/VX_types.vh
cocotb/cocotb,5351,Clean up issue directories,other,4,93,35,123,383,9,0,0,0,4,0,0,0,0,0,0,0,0,1,tests/designs/sample_module/sample_module_1.sv|tests/designs/verilator_timing/test_verilator_timing.sv|tests/test_cases/test_3270/test_3270.sv|tests/test_cases/test_similar_scope_name/test.sv,
darklife/darkriscv,82,Extend darksocv/darkio to 16-leds,other,6,25,24,30,29,1,0,1,1,5,0,0,0,0,0,0,0,0,1,boards/de10nano_cyclonev_mister/dut.v|boards/max1000_max10/dut.v|boards/max1000_max10/top.v|rtl/darkio.v|rtl/darksocv.v,boards/de10nano_cyclonev_mister/darkriscv_de10nano.sv
YosysHQ/picorv32,37,20170315.testbenches,other,2,9,10,19,20,3,0,0,0,2,0,0,0,0,0,0,0,0,1,testbench.v|testbench_wb.v,
lowRISC/opentitan,29471,"[chip,dv] Move do_creator_sw_cfg_ast_cfg out of chip_env_cfg",other,6,44,27,44,27,1,0,0,2,4,0,0,0,0,0,0,0,0,1,hw/top_darjeeling/dv/env/seq_lib/chip_base_vseq.sv|hw/top_darjeeling/dv/tests/chip_base_test.sv|hw/top_earlgrey/dv/env/seq_lib/chip_base_vseq.sv|hw/top_earlgrey/dv/tests/chip_base_test.sv,hw/top_darjeeling/dv/env/chip_env_cfg.sv|hw/top_earlgrey/dv/env/chip_env_cfg.sv
YosysHQ/picorv32,28,Add STACKADDR parameter to picorv32_axi module,feature-addition,1,4,2,4,2,1,0,7,0,1,0,0,0,0,0,0,0,0,1,picorv32.v,
YosysHQ/picorv32,21,Only clock mem_wdata when necesssary,other,1,25,66,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,picorv32.v,
lowRISC/ibex,2364,[rtl] Split data and ECC of the register file,other,8,307,657,312,670,4,0,4,3,5,0,0,0,0,0,0,0,0,1,dv/uvm/core_ibex/fcov/core_ibex_fcov_if.sv|dv/uvm/core_ibex/tb/core_ibex_tb_top.sv|dv/uvm/core_ibex/tests/core_ibex_test_lib.sv|rtl/ibex_register_file_fpga.sv|rtl/ibex_register_file_latch.sv,rtl/ibex_lockstep.sv|rtl/ibex_register_file_ff.sv|rtl/ibex_top.sv
lowRISC/opentitan,29454,"[jtag,dv] Allow jtag_if to be used passively",other,5,122,54,117,49,2,3,0,0,5,0,0,0,0,0,0,0,0,1,hw/dv/sv/jtag_agent/jtag_driver.sv|hw/dv/sv/jtag_agent/jtag_if.sv|hw/dv/sv/jtag_dmi_agent/jtag_rv_debugger.sv|hw/ip/rv_dm/dv/env/seq_lib/rv_dm_base_vseq.sv|hw/ip/rv_dm/dv/env/seq_lib/rv_dm_scanmode_vseq.sv,
lowRISC/opentitan,29556,"[gpio,dv] Fix race condition in gpio_scoreboard",bug-fix,3,48,93,64,124,1,2,1,0,3,0,0,0,0,0,0,0,0,1,hw/top_darjeeling/ip_autogen/gpio/dv/env/gpio_scoreboard.sv|hw/top_earlgrey/ip_autogen/gpio/dv/env/gpio_scoreboard.sv|hw/top_englishbreakfast/ip_autogen/gpio/dv/env/gpio_scoreboard.sv,
lowRISC/ibex,2363,[rtl] Reduce the lockstep delay to 1 cycle,other,6,133,67,133,66,4,0,0,4,2,0,0,0,0,0,0,0,0,1,dv/uvm/core_ibex/tb/core_ibex_tb_top.sv|examples/simple_system/rtl/ibex_simple_system.sv,dv/riscv_compliance/rtl/ibex_riscv_compliance.sv|rtl/ibex_lockstep.sv|rtl/ibex_top.sv|rtl/ibex_top_tracing.sv
YosysHQ/picorv32,15,Fast mul optimization,other,1,2,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,picorv32.v,
lowRISC/ibex,2367,RAM delay in Simple system,other,2,30,2,49,7,2,2,1,1,1,0,0,0,0,0,0,0,0,1,examples/simple_system/rtl/ibex_simple_system.sv,shared/rtl/ram_2p.sv
YosysHQ/picorv32,9,Deassert pcpi_valid upon asserting sbreak IRQ,other,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,picorv32.v,
lowRISC/opentitan,29466,"[otbn,dv] Extend DV for SIMD instructions",bug-fix,4,247,50,1271,64,4,46,4,0,4,0,0,0,0,0,0,0,0,1,hw/ip/otbn/dv/uvm/env/otbn_env_cov.sv|hw/ip/otbn/dv/uvm/env/seq_lib/otbn_ctrl_redun_vseq.sv|hw/ip/otbn/dv/uvm/env/seq_lib/otbn_smoke_vectorized_vseq.sv|hw/ip/otbn/dv/uvm/env/seq_lib/otbn_vseq_list.sv,
lowRISC/ibex,2362,[rtl] Scramble lint fix,bug-fix,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,rtl/ibex_top.sv
YosysHQ/picorv32,3,Refactoring,other,3,327,225,334,236,3,0,3,0,3,0,0,0,0,0,0,0,0,1,axi4_memory.v|picorv32_wrapper.v|testbench.v,
lowRISC/ibex,2361,[config] Compressed extension parameter added,other,2,8,0,51,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,examples/simple_system/rtl/ibex_simple_system.sv,dv/riscv_compliance/rtl/ibex_riscv_compliance.sv
lowRISC/opentitan,28782,[fi] Add experimental support for Synopsys Z01X FI Simulator,feature-addition,3,91,12,555,7,7,14,3,3,0,0,0,0,0,0,0,0,0,0,,hw/ip/sram_ctrl/rtl/sram_ctrl.sv|hw/top_earlgrey/ip_autogen/flash_ctrl/rtl/flash_ctrl.sv|hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl.sv
riscv-mcu/e203_hbirdv2,26,Fix typo in e203_exu_decode.v,bug-fix,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,rtl/e203/core/e203_exu_decode.v
olofk/serv,160,small comments corrections,other,2,2,2,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,,rtl/serv_compdec.v|rtl/serv_decode.v
lowRISC/ibex,2357,[rtl] Lint fixes for recent Zc code,other,2,16,6,16,6,1,10,1,2,0,0,0,0,0,0,0,0,0,0,,rtl/ibex_compressed_decoder.sv|rtl/ibex_core.sv
darklife/darkriscv,81,Add new board DE10-Nano w/ Intel Cyclone V (MiSTer),feature-addition,42,12496,0,17951,51,1,0,2,23,19,0,0,0,0,0,0,0,0,1,boards/de10nano_cyclonev_mister/_darkram.v|boards/de10nano_cyclonev_mister/dut.v|boards/de10nano_cyclonev_mister/rtl/pll.v|boards/de10nano_cyclonev_mister/rtl/pll/pll_0002.v|boards/de10nano_cyclonev_mister/sys/arcade_video.v|boards/de10nano_cyclonev_mister/sys/hq2x.sv|boards/de10nano_cyclonev_mister/sys/i2c.v|boards/de10nano_cyclonev_mister/sys/pll_audio.v|boards/de10nano_cyclonev_mister/sys/pll_audio/pll_audio_0002.v|boards/de10nano_cyclonev_mister/sys/pll_cfg.v|boards/de10nano_cyclonev_mister/sys/pll_cfg/altera_pll_reconfig_core.v|boards/de10nano_cyclonev_mister/sys/pll_cfg/altera_pll_reconfig_top.v|boards/de10nano_cyclonev_mister/sys/pll_hdmi.v|boards/de10nano_cyclonev_mister/sys/pll_hdmi/pll_hdmi_0002.v|boards/de10nano_cyclonev_mister/sys/sysmem.sv|boards/de10nano_cyclonev_mister/sys/video_cleaner.sv|boards/de10nano_cyclonev_mister/sys/video_freak.sv|boards/de10nano_cyclonev_mister/sys/video_mixer.sv|rtl/config.vh,boards/de10nano_cyclonev_mister/darkriscv_de10nano.sv|boards/de10nano_cyclonev_mister/rtl/vga.v|boards/de10nano_cyclonev_mister/sys/alsa.sv|boards/de10nano_cyclonev_mister/sys/audio_out.v|boards/de10nano_cyclonev_mister/sys/ddr_svc.sv|boards/de10nano_cyclonev_mister/sys/f2sdram_safe_terminator.sv|boards/de10nano_cyclonev_mister/sys/gamma_corr.sv|boards/de10nano_cyclonev_mister/sys/hdmi_config.sv|boards/de10nano_cyclonev_mister/sys/hps_io.v|boards/de10nano_cyclonev_mister/sys/i2s.v|boards/de10nano_cyclonev_mister/sys/iir_filter.v|boards/de10nano_cyclonev_mister/sys/ltc2308.sv|boards/de10nano_cyclonev_mister/sys/math.sv|boards/de10nano_cyclonev_mister/sys/mcp23009.sv|boards/de10nano_cyclonev_mister/sys/mt32pi.sv|boards/de10nano_cyclonev_mister/sys/osd.v|boards/de10nano_cyclonev_mister/sys/scandoubler.v|boards/de10nano_cyclonev_mister/sys/scanlines.v|boards/de10nano_cyclonev_mister/sys/sd_card.sv|boards/de10nano_cyclonev_mister/sys/sigma_delta_dac.v|boards/de10nano_cyclonev_mister/sys/spdif.v|boards/de10nano_cyclonev_mister/sys/sys_top.v|boards/de10nano_cyclonev_mister/sys/vga_out.sv
olofk/serv,121,Add support for GMM-7550 module (Cologne Chip GateMate FPGA),feature-addition,2,77,0,159,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,servant/servant_gmm7550.v,servant/servant_ram.v
darklife/darkriscv,80,Add new board MAX1000 w/ Intel MAX10,feature-addition,6,637,0,1791,644,1,0,1,1,5,0,0,0,0,0,0,0,0,1,boards/max1000_max10/_darkram.v|boards/max1000_max10/dut.v|boards/max1000_max10/pll.v|boards/max1000_max10/top.v|rtl/config.vh,boards/max1000_max10/pll_bb.v
lowRISC/ibex,2347,Add Zcb and Zcmp extension RTL,feature-addition,10,990,186,1081,252,16,6,2,9,1,0,0,0,0,0,0,0,0,1,rtl/ibex_tracer.sv,dv/formal/check/top.sv|rtl/ibex_compressed_decoder.sv|rtl/ibex_core.sv|rtl/ibex_if_stage.sv|rtl/ibex_lockstep.sv|rtl/ibex_pkg.sv|rtl/ibex_top.sv|rtl/ibex_top_tracing.sv|rtl/ibex_tracer_pkg.sv
darklife/darkriscv,77,Remove 'x' perm for non-executables,feature-removal,7,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,rtl/config.vh|rtl/darkbridge.v|rtl/darkio.v|rtl/darkpll.v|rtl/darkram.v|rtl/darkriscv.v|rtl/darksocv.v,
darklife/darkriscv,76,Fix XCUS to retain its actual value,bug-fix,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,rtl/darkriscv.v,
darklife/darkriscv,72,Do not duplicate cache signals in Harvard mode,bug-fix,1,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,rtl/darkbridge.v,
olofk/serv,122,Fix typos,bug-fix,3,5,5,32,32,1,0,1,3,0,0,0,0,0,0,0,0,0,0,,rtl/serv_csr.v|rtl/serv_state.v|servant/servant_orangecrab.v
chipsalliance/chisel,5073,Split black box implementation files into one per module,bug-fix,10,66,74,87,95,1,0,0,10,0,0,0,0,0,0,0,0,0,0,,src/test/resources/chisel3/BlackBoxConstant.v|src/test/resources/chisel3/BlackBoxInverter.v|src/test/resources/chisel3/BlackBoxMinus.v|src/test/resources/chisel3/BlackBoxPassthrough.v|src/test/resources/chisel3/BlackBoxPassthrough2.v|src/test/resources/chisel3/BlackBoxRealParam.v|src/test/resources/chisel3/BlackBoxRegister.v|src/test/resources/chisel3/BlackBoxStringParam.v|src/test/resources/chisel3/BlackBoxTest.v|src/test/resources/chisel3/BlackBoxTypeParam.v
darklife/darkriscv,62,added ice40hx8k for lattice breakout board and scripts for yosys/next…,other,3,14,0,430,351,1,0,1,1,2,0,0,0,0,0,0,0,0,1,rtl/config.vh|rtl/darksocv.v,boards/ice40_breakout_hx8k/pll.v
cocotb/cocotb,5271,Add tests for getting values from `IntegerObject` and `EnumObject`,bug-fix,1,9,0,126,96,2,1,6,0,1,0,0,0,0,0,0,0,0,1,tests/test_cases/test_integers/integers.sv,
olofk/serv,114,add PolarFire Splash Kit support,feature-addition,4,250,1,272,5,3,0,2,3,1,0,0,0,0,0,0,0,0,1,servant/servant_pf_clock_gen.v,servant/servant_pf.v|servant/service.v|servant/service_clock_gen.v
The-OpenROAD-Project/OpenROAD,9761,odb: consolidate unique net name APIs into unified makeNewNetName,bug-fix,5,101,18,872,471,12,6,15,5,0,0,0,0,0,0,0,0,0,0,,src/rsz/test/cpp/TestInsertBuffer_BeforeLoads_Case25_post.v|src/rsz/test/cpp/TestInsertBuffer_BeforeLoads_Case28_post.v|src/rsz/test/cpp/TestInsertBuffer_BeforeLoads_Case30_post.v|src/rsz/test/cpp/TestInsertBuffer_BeforeLoads_Case34_post.v|src/rsz/test/cpp/TestInsertBuffer_BeforeLoads_Case34_pre.v
olofk/serv,109,Change timer wraparound behavior to be more useful,other,1,3,3,3,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,,servant/servant_timer.v
olofk/serv,108,Make serv_alu.v synthesizable with Vivado,other,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,,rtl/serv_alu.v
The-OpenROAD-Project/OpenLane,2066,"Ameliorate Warnings, PDN Generation, and the default design",bug-fix,2,155,118,308,259,13,6,1,0,2,0,0,0,0,0,0,0,0,1,designs/spm/src/spm.v|designs/spm/verify/spm_tb.v,
olofk/serv,107,support for W=4,other,1,21,7,21,7,5,0,1,1,0,0,0,0,0,0,0,0,0,0,,rtl/serv_state.v
darklife/darkriscv,59,added ecp5 fpga boards,other,6,924,223,1909,864,1,0,1,3,3,0,0,0,0,0,0,0,0,1,rtl/config.vh|rtl/darkriscv.v|rtl/darksocv.v,boards/colorlighti5/pll_ref_25MHz.v|boards/colorlighti9/pll_ref_25MHz.v|boards/ulx3s/pll_ref_25MHz.v
olofk/serv,105,alu with support for W=4,other,1,26,15,26,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,rtl/serv_alu.v
darklife/darkriscv,51,"Running CoreMark benchmark in DarkRISCV, And Change 'src' directory structure",other,2,23,16,4242,1960,1,0,13,0,2,0,0,0,0,0,0,0,0,1,rtl/config.vh|rtl/darksocv.v,
